Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,OnlineSecurity_Yes,TechSupport_Yes,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
12695,4,25,80674.2,0.6174670282983835,12,0,1,-0.9251372140814205,1.1070245820087516,-0.7805326826586811,0,1,0,0,0,1,0,1,0
34,2,66,67090.95,2.07271522195893,19,1,0,-0.46883215254571564,-0.5856069328641963,-0.6154938408860121,1,0,1,0,1,0,0,1,0
6917,0,82,22420.64,-0.3037683236508559,14,3,0,-0.7190248361262801,-2.157520103724528,-0.9830801070268782,1,0,0,0,0,1,0,0,0
5060,1,23,75633.41,0.8098107550931827,13,1,1,-1.1345608717985118,-0.1780658499649902,-0.9137741528587672,0,1,1,0,0,0,1,0,0
18465,1,42,18944.96,0.5522524943983038,14,2,1,-1.0718846647021498,-0.0038871105542223226,-1.1033680485222028,0,0,0,0,1,0,1,0,0
3104,0,66,8840.8,-0.4303840533219995,14,1,0,-0.6522338469400579,1.980163222571322,-0.6028744893811306,0,0,1,1,1,0,0,0,1
49344,0,86,40316.05,1.7985130911961846,10,2,0,-1.1685055738097672,0.2874222550584258,-1.2772930311488362,1,0,0,1,1,0,1,0,0
19151,1,73,29693.07,0.7389709761913645,8,1,0,-1.1208494823844837,-0.5860307707465495,-1.3089010082357295,0,0,0,1,1,0,0,1,0
3650,0,43,18677.06,-1.4903092495276546,12,0,0,-1.1381468687265144,-1.2843875179888486,-1.304061628334641,0,0,0,1,0,1,0,0,0
40005,1,83,18549.91,1.7868526371005866,10,0,0,-0.9889288167419837,1.5716952854019142,-1.0335656967906692,1,0,0,0,1,0,0,0,0
6608,0,72,50263.94,0.06987933459572497,15,1,1,-0.5077826899438219,0.05503799899080375,-0.3900259230161451,0,0,1,0,0,0,0,0,0
9679,1,38,18967.02,-0.451162512069758,11,1,0,-1.2304978244154845,1.0446715089317231,-1.2253559437997457,1,0,1,0,1,0,0,0,0
19039,3,76,57675.63,0.9550623770765364,14,1,0,-0.6417352944488797,0.28771801006424386,-0.5190123834523013,0,0,0,1,0,0,0,0,0
10450,1,79,40279.05,0.0653394863296865,11,1,1,-0.9066441046337933,-0.061729337597630315,-1.0401584983811434,0,1,1,0,1,0,0,0,0
19649,4,38,33868.71,1.5029625843904026,12,1,1,-0.9866789648410466,-0.9931899337957225,-0.9967057346188505,0,0,1,0,0,1,0,0,1
46589,1,51,48969.64,-0.23926417015302692,11,0,0,-0.7301481583838643,-0.5864499510697564,-0.8980911169482774,0,0,0,0,1,0,0,0,1
17879,4,68,22041.71,-0.0002950927467472531,14,3,0,-0.9488512733487868,-0.5278182677509756,-1.0261035067999253,0,0,1,0,1,0,0,1,0
2277,3,65,25491.07,2.501789689424252,7,0,0,-0.795096984415024,0.4621622303463757,-0.845768598995124,0,0,0,0,1,0,1,0,0
1141,2,77,23705.5,0.2723713528512468,10,0,1,-1.2407968817179345,-0.4696430252285757,-1.120041690592142,1,0,0,0,0,0,0,0,1
7362,0,39,16680.61,-1.994807364895314,10,1,1,-1.2225505033814474,0.2291631764713843,-1.3150420605986806,0,0,1,0,1,0,0,0,0
77,0,73,108960.7,-0.3604384665916046,13,1,1,-1.2532616436616213,-0.29480524119854357,-1.2697770713086076,0,0,0,1,0,0,0,0,0
6282,4,51,18347.2,0.439582936654409,11,1,0,-0.9126013524306608,1.1070245820087516,-0.8286468903139373,1,0,0,0,0,1,0,0,0
337,3,78,41305.01,0.33055601067985907,12,1,0,-0.9643775962428279,0.22973838502600702,-1.0277566432771494,0,0,0,0,0,1,0,0,0
692,0,66,66284.45,0.1498391343665497,14,0,1,-1.2490140790869033,-1.5745767406267046,-1.481263128044895,0,1,0,1,0,1,0,0,0
7186,3,38,68024.79,-1.1247772001243819,14,0,0,-1.1452523389736147,1.3976562727655486,-1.0848478660358465,0,0,0,1,1,0,0,0,0
25792,1,47,53148.58,0.09332457615912257,12,0,0,-1.240058654972157,-1.5756968836014962,-1.3811226549856765,0,0,0,0,0,1,0,1,0
0,5,53,20473.21,2.2997042748994407,16,0,0,-1.0274049905093379,-0.4684530188665829,-1.0166236872630479,1,0,1,0,0,1,1,0,0
40,1,59,11132.31,-1.1256354364287091,10,2,0,-0.9529656016107295,0.5202839109385883,-0.7892276690849048,0,0,0,0,0,0,1,0,0
87,2,20,42461.74,1.5544332401201661,12,1,1,-0.6254897677626026,-0.17730201026492406,-0.6153527402847073,0,1,1,1,0,1,0,0,0
44249,5,38,18437.44,-0.11710226349580428,16,1,0,-0.33422527945961533,0.054742243984985645,-0.2752216419853954,0,0,1,0,1,0,0,1,0
1442,2,81,30615.01,0.705122055700021,9,0,0,-0.6923904320288837,-0.06257468458276387,-0.8109099972707209,0,1,0,0,1,0,0,1,0
3881,1,43,52633.73,0.8330274920806432,14,0,0,-0.9464804006698533,-0.003528478499923079,-1.0061250965905177,0,1,0,1,0,1,0,0,1
16649,1,37,22641.64,-0.36778421663569055,11,0,0,-1.2629561265399936,0.8117260169869184,-1.2179689036732197,0,0,1,0,1,0,0,0,1
47974,3,30,19713.67,0.46316595303565045,11,3,0,-1.0609647708085788,0.22973838502600702,-1.013846221110161,0,0,0,0,0,1,0,0,1
1656,0,19,34970.28,-0.9646670680907381,13,2,0,-1.1863916127797702,-0.23659273820296906,-1.05995702364041,1,0,1,0,0,0,1,0,0
1538,0,82,19437.76,0.9896707392467287,16,2,0,-0.8562658020834558,-1.1099083660131157,-1.1548305568208284,0,1,0,1,1,0,0,1,0
3141,2,31,23901.05,-0.2301639754163437,16,2,0,-1.1374907470148088,-0.0032071069187976967,-1.1048966244578082,1,0,0,0,0,1,0,1,0
5931,4,30,23089.13,0.7826859177849207,9,0,0,-0.966810567708471,-0.2948192138759836,-0.9823449255342591,1,0,0,0,1,0,1,0,0
3256,5,37,45251.32,-0.15770618249520882,12,2,0,-1.2378184847334595,1.6892124890129738,-1.0755605647010362,1,0,1,1,0,1,0,0,1
18213,0,84,52581.07,-0.3851445157563477,14,0,0,-1.193323645124405,0.5204725420840317,-1.351603331069212,0,0,1,1,1,0,0,1,0
1980,2,64,38850.73,0.6467492176324018,12,0,1,-0.9190759640534623,1.9214477031878996,-0.6289753452501138,0,0,0,0,0,0,0,1,0
1488,0,53,23117.3,-1.3639875514799593,9,0,0,-1.016406092739131,-1.284033543493696,-1.0042481553237297,0,0,0,1,0,0,0,0,0
1319,0,54,5676.28,-0.8650488180303858,12,1,0,-1.194352246099387,2.154202235207688,-1.1303890101313296,1,0,1,0,1,0,0,0,1
4918,2,35,56144.7,-0.3052539394305864,12,2,2,-1.1055119897231098,-1.050701474139712,-1.2212825140822574,1,0,0,1,0,1,0,0,0
10692,2,25,34476.83,1.2229235058570358,13,0,0,-1.073979004903362,-0.8187154393791365,-1.1364339200881408,1,0,0,0,0,1,0,1,0
266,5,49,39968.02,0.6250681658096928,10,0,0,-1.1464105078190392,-0.7605099227222823,-1.1683971063185241,0,1,0,1,0,1,0,0,0
12404,1,55,33541.35,-0.375398123520361,10,2,1,-0.8836418366360106,0.46258141066958264,-0.9748143697255144,0,1,0,1,1,0,1,0,0
152,3,64,23584.78,-0.7110989005350848,9,1,1,-0.42758411131533575,0.6372794679252125,-0.2323732758582923,0,1,1,1,0,0,0,0,0
10821,5,76,23841.62,1.0770770999039647,15,0,0,-0.7833307392743345,-0.5864499510697564,-0.8943226191800872,0,1,0,0,1,0,0,0,1
190,1,84,7858.21,0.1301306146920009,7,1,0,-1.0060764020522508,-1.5756968836014962,-1.183114132241336,0,0,0,0,0,1,1,0,0
41454,4,63,30262.99,-1.267962199840072,12,1,0,-1.230399911042287,0.8733431957187622,-1.1776876328256258,0,1,1,0,1,0,0,0,1
40828,3,51,31246.64,0.43079559156507446,11,0,0,-0.753556602367797,0.8147138411795543,-0.7569359495688632,0,1,0,0,1,0,0,0,1
7885,1,74,23454.98,-1.5558520907375732,13,0,0,-1.0594639618854522,1.3972207909853283,-1.0454959132351853,1,0,1,0,1,0,0,1,0
4004,1,76,28125.61,-1.2825989260372472,8,2,0,-0.6949163625796251,0.5791601161125732,-0.7758481986173903,0,0,1,1,1,0,0,0,0
200,2,72,20465.98,0.035959846514754076,10,1,1,-0.9934453121768053,-1.0514396972644708,-1.1745881056062357,0,0,0,1,0,1,1,0,0
1406,1,81,22540.94,-1.590182214982948,14,0,0,-1.0336785185457,-1.05220586574411,-1.0548224290882453,0,1,0,0,0,0,1,0,0
23029,0,60,21497.29,0.7222061331127076,13,0,1,-0.9832599387676855,1.863326022595687,-0.9470257656737749,0,1,0,0,1,0,0,1,0
16350,1,24,24700.6,-1.2902467725721671,12,0,0,-0.8579377797694608,-0.4694543940831323,-0.9492279214234387,0,1,1,1,1,0,0,0,1
117,3,45,20319.77,-0.26341407950427637,16,0,0,-1.1673086404963906,1.3976562727655486,-1.095685981417448,1,0,0,1,1,0,0,0,1
3519,1,64,46273.12,0.7076490474809695,11,0,0,-0.8432413190415363,-0.9352103087574857,-0.7660381691409236,1,0,1,1,0,0,0,1,0
141,2,72,34257.36,0.597835796936284,9,1,0,-0.6789775479275822,0.7530943336681376,-0.7118035421986028,1,0,0,0,1,0,0,1,0
17923,4,28,49166.12,-0.5963472628610366,11,1,1,-0.7079272307840202,0.8739207330529584,-0.5989959460398528,0,0,0,0,0,1,0,0,0
3988,1,27,34162.04,-1.488162314622272,10,0,1,-0.9920298607211593,1.3385891076665468,-0.9425325834618928,0,1,0,0,1,0,1,0,0
1419,0,60,66664.82,-2.2589048888956778,13,0,0,-0.8752615259496986,2.2132694003066886,-0.8035533758877823,0,0,1,1,1,0,0,0,0
748,1,77,40411.35,-2.3328936624755894,12,0,0,-1.0493134197689995,1.1649762616921084,-1.0224471940112114,0,0,1,0,1,0,0,1,0
182,4,18,70844.17,-0.21314542505116876,12,0,1,-0.992665295443626,-0.06241399879220118,-1.0171340498645935,0,0,0,0,1,0,0,1,0
49019,1,53,105396.3,1.5051871436443756,11,0,0,-0.9596531719838114,1.6299008020587678,-0.9259302402789099,1,0,0,1,1,0,0,0,1
4634,0,81,58049.87,0.6780308220058673,8,0,0,-1.236326487635731,-0.0037823154734204236,-1.3751818090505052,0,1,1,0,1,0,0,0,0
1831,2,21,32423.61,0.9128932017319651,17,1,0,-0.91062531003994,-0.23659273820296906,-0.7237074139699724,0,1,1,0,0,0,0,1,0
672,0,37,115440.4,-1.0771739843423487,11,0,0,-0.9800305749448408,-0.5281699134665545,-0.9002397738094234,0,0,0,0,0,0,0,0,1
4993,1,21,9534.08,-1.4328174982219566,12,2,1,-1.1876700460233287,-0.5270800446262168,-1.2633868075726054,1,0,1,0,1,0,1,0,0
3275,0,45,16895.6,-0.8007610718074145,11,2,0,-0.9089226989695047,-0.0035936843279776674,-0.8193110599202086,0,0,0,0,0,0,0,1,0
674,1,50,23624.66,0.4246494905446566,10,1,0,-1.090962644878437,0.7534739247385972,-1.1428063539884221,0,0,0,1,1,0,0,1,0
7900,0,30,41221.83,-0.16684401327969267,10,1,1,-1.266029865206134,-0.3529269217907562,-1.450158278979515,0,0,0,1,1,0,0,1,0
4134,6,48,13332.2,-0.5704345079136625,9,0,1,-0.9014712227543143,-0.3529269217907562,-0.993527246691872,0,0,0,1,1,0,0,1,0
4709,3,61,27065.38,-1.7401571609653719,10,1,0,-1.2221506053481557,1.044403699280785,-1.2177810779787683,0,1,0,1,1,0,0,0,1
5831,1,33,175137.3,0.6776880651419624,14,1,1,-0.6170504594470174,0.8153938448149789,-0.5683011970621581,0,0,0,0,0,1,0,1,0
52454,4,87,34193.65,0.22676116742197971,10,1,0,-0.8105335628383822,-0.5861169355907644,-0.759794833520414,0,0,0,0,0,0,1,0,0
1554,4,29,23676.96,-0.5572319839666318,15,0,1,-1.2603241137135397,-0.5270800446262168,-1.305161672384238,0,0,1,0,1,0,0,1,0
13,1,34,5189.69,-0.46085513852317156,14,1,1,-1.0694927268440462,0.17053149315260288,-1.138456437365584,0,1,0,0,1,0,1,0,0
10218,1,47,17430.05,0.10788502215227204,13,3,1,-1.131776524067755,0.461840858765251,-1.2553928982587994,0,0,0,1,1,0,0,0,1
4807,1,52,80678.93,-1.8454813047013225,15,3,0,-0.9538191384665414,-0.0038871105542223226,-1.0013117420304305,0,0,0,0,1,0,0,0,1
3895,0,46,31249.18,-1.3582077298533226,19,0,0,-0.6041038835309329,1.3979007946207522,-0.5116302356333547,0,0,1,0,0,1,1,0,0
563,2,82,35453.68,0.3033438039749151,6,1,0,-0.8094742528409834,-1.2265220031497068,-0.7689891670078257,0,0,1,0,0,0,0,1,0
12453,3,73,25946.0,0.4865070233953125,11,1,0,-0.9082343932946508,-1.8669750435678607,-0.963341641197302,0,1,0,0,0,0,0,1,0
1478,1,75,35334.17,0.3927495796715977,12,2,1,-0.8210653960435095,0.5785942226762444,-0.7226846486655594,0,0,1,1,0,0,1,0,0
16882,3,50,15826.38,-0.8858783542715892,11,1,0,-0.883551827432376,-0.061729337597630315,-0.9455757172102441,0,0,1,0,1,0,0,1,0
398,4,22,21603.64,0.4555412929944656,18,0,0,-0.8511678018103621,-0.17790749295400096,-0.620236773052203,1,0,1,0,0,0,0,1,0
1702,0,74,51354.08,-0.12310084465028578,19,1,0,-1.078006387300113,-0.06257468458276387,-1.2485717517151853,0,0,0,0,1,0,0,0,0
151,1,83,17993.91,1.1620337570927015,15,1,0,-0.39832279995555747,-0.003915055909102388,-0.35531613473909307,1,0,0,1,0,0,0,0,0
1131,2,33,25776.46,-0.07115167345561947,8,1,0,-0.9993865625395815,0.22865084496524204,-0.8211203094536179,0,0,0,0,0,0,1,0,0
8112,0,87,18914.81,-0.26255113869397384,14,3,1,-0.6070942313172351,-1.0513628475385493,-0.6230366368450599,0,0,1,0,0,0,1,0,0
973,0,36,63735.08,-0.460053020254405,9,0,2,-0.7527877422375893,-1.2254344630889422,-0.8222043386620771,1,0,1,0,0,1,0,0,1
2739,1,32,82308.64,0.4970787203937999,11,0,0,-0.8158327601548949,-0.8187154393791365,-0.8835433855250017,1,0,0,0,0,1,0,0,1
803,1,33,9120.65,-0.050909192352889245,8,2,1,-1.1700418569484439,-1.109228362377691,-1.3454008606734293,0,1,0,1,0,1,0,1,0
4906,4,89,27485.23,-1.2581022273883993,18,1,1,-0.7623374161912904,0.2874222550584258,-0.8227327180399878,0,1,0,1,1,0,1,0,0
2119,3,86,73686.44,0.15074643194747547,10,1,0,-1.067238298844941,-0.7601559482271301,-1.0188843794596292,0,0,0,1,0,0,0,1,0
114,2,88,58508.34,-0.2638146345844478,12,0,0,-0.5892916966840493,0.873599361471833,-0.5971480068864031,0,0,0,1,0,1,1,0,0
149,1,50,45196.73,0.1005795964451158,17,0,0,-1.1743284129050726,-0.0038871105542223226,-1.2169426552321556,0,0,0,0,1,0,1,0,0
28596,0,47,50520.8,0.643899631156014,15,2,1,-1.1793876487102144,1.2773491912255899,-1.234709022705573,0,0,0,1,1,0,0,1,0
1193,10,78,29765.16,-0.11417404456240203,12,1,1,-1.1256574866183038,-0.9352103087574857,-0.9617970414968319,0,0,1,1,0,0,1,0,0
497,1,59,18670.89,-0.9566495818006263,12,1,0,-0.5406961814695697,-1.0517866854209033,-0.5611121513773754,0,1,0,1,0,0,0,0,1
916,1,49,38764.7,-0.42620073940165065,9,1,1,-1.0604120462240738,-1.633643905725706,-1.2526034823199632,0,1,0,0,0,1,0,1,0
942,3,79,52141.38,-1.6859985521430811,11,1,2,-0.5370424885438754,-0.759808960070698,-0.6418648326208288,0,1,0,1,0,1,0,0,0
9111,2,56,62480.22,-0.06176786421586211,17,0,0,-0.8426002871080871,-0.4699643968097011,-0.730714220213519,1,0,0,1,0,0,0,1,0
610,8,27,12031.44,-0.9112786541038107,16,3,0,-0.7522091116427945,2.2132694003066886,-0.5408657241153058,0,0,1,1,1,0,0,1,0
6818,2,83,51380.67,0.7482388529624483,5,3,1,-1.1229508190994237,-0.003943001263983115,-1.2440462058905797,0,0,1,0,1,0,0,0,0
359,3,82,29305.72,0.5531497108949969,7,0,0,-1.0899641856409745,-0.29429523847197475,-1.27693347802648,0,0,1,1,1,0,0,0,0
22201,0,52,8716.91,0.1265316676209965,15,0,0,-0.830998176397555,0.22873700980945702,-0.931023471753896,0,0,0,1,1,0,0,0,1
1345,1,66,9423.78,-0.9011989140158694,9,1,0,-1.2656626427829012,-0.9924889711441375,-1.3781714029527192,0,0,1,0,0,1,0,0,0
131,3,82,131511.8,-0.18275431645157444,7,0,1,-0.7960920021241124,-0.003174504004770733,-0.7111184443239396,0,0,0,1,0,0,0,1,0
183,0,83,9396.05,0.8573733105021452,8,2,0,-0.9318010719458137,-0.7605099227222823,-1.0986010378519424,1,0,0,1,0,1,0,0,0
7,0,19,16764.77,1.9205479761920778,15,3,0,-1.046566361565463,-0.5274852522719837,-0.9513839282323924,1,0,1,0,0,0,0,0,1
648,4,34,17263.54,-1.6990834634407326,14,0,1,-1.2220393040513924,2.154637716987908,-1.0864317191528643,0,0,0,1,1,0,0,0,0
34305,2,76,61325.92,0.19434712125306272,12,1,0,-1.0805345113524554,-1.2851513576889144,-1.0631541360724552,0,1,0,0,0,0,0,0,1
198,0,50,21098.34,0.14199605083366046,10,2,0,-0.9912356240465656,-1.0511206544629188,-1.1305777527273082,0,0,0,0,0,1,0,1,0
7415,0,36,108914.2,0.705689956778452,13,1,0,-1.0001271340629325,1.630222173639893,-0.9176541441319837,1,0,0,0,1,0,0,1,0
302,0,26,32202.44,1.3705038582980986,12,0,0,-1.1166500992070056,0.6988989754366297,-0.8745388835113354,0,1,1,1,0,0,0,0,1
1871,4,20,68517.92,0.11897757516943891,12,2,2,-1.174538686506841,0.6402672921178489,-0.9225287667147601,0,1,0,1,0,0,0,1,0
10911,2,56,71588.69,0.8298116262104738,6,0,1,-1.0079370208759575,0.8733431957187622,-0.9963251733494901,0,1,1,0,1,0,0,0,0
33960,3,50,47120.5,0.7527350165301459,21,2,0,-0.8632199585390677,-1.1095869944319905,-1.0344622801351162,1,0,0,0,1,0,1,0,0
393,2,37,14745.74,1.0598182836979146,14,0,0,-1.1586177224195526,-0.5270497704917633,-1.0977964547025287,0,0,0,1,0,0,0,1,0
11342,2,57,30535.24,0.049891904924077274,12,1,0,-0.7465275643057998,-1.109228362377691,-0.9097579946613096,0,0,0,1,0,1,0,1,0
217,0,34,10092.3,-0.4949849852284609,12,0,0,-0.8626738522783595,-1.2257558346700677,-0.9651404650716018,0,0,1,1,0,1,0,1,0
21572,1,34,29321.34,0.5458409248264305,15,0,0,-1.1168256927920794,2.154202235207688,-1.0094268280542709,0,1,1,0,1,0,0,0,1
14318,0,34,21988.64,0.0837777893909399,17,0,0,-0.8684529726176137,0.9857184540318163,-0.9458818134084818,1,0,0,1,1,0,0,0,1
24780,2,40,152131.7,-0.5438631221297651,9,2,0,-0.5970026111920692,-0.2365089021383282,-0.6990935155577677,0,0,1,1,1,0,0,1,0
14687,2,52,27902.88,-1.7673844892966648,15,0,0,-0.9850608414012498,-0.5850293955300001,-1.058759142774813,1,0,0,0,0,1,0,0,0
4350,2,60,32355.4,0.5282359913950644,10,0,0,-0.8126022617622564,-0.5263977122112187,-0.8653571956317795,1,0,1,0,0,1,1,0,0
937,3,48,12804.98,-0.02680834427823768,12,2,1,-1.1166836068349133,0.05510320481885834,-1.1197901647703612,0,1,1,1,0,1,0,0,1
302,3,27,6624.45,1.1486964826530963,10,0,2,-1.226006743344042,-0.003528478499923079,-1.2310892161067906,0,0,0,1,0,1,0,0,0
145,0,83,97763.56,0.34220638369122497,9,1,0,-1.1223973381350563,-0.5273990874277688,-1.342768789082079,0,0,1,1,1,0,0,1,0
77,1,74,26735.83,-0.13152459863496793,10,1,3,-0.7738672926249559,-0.8182776288193426,-0.970421025258079,1,0,0,1,1,0,0,1,0
3739,2,28,21837.62,0.8565399408722579,8,1,1,-0.8262223939458765,1.1070245820087516,-0.7151370316056985,1,0,0,0,0,1,0,0,1
338,8,50,7585.29,-0.3116510594483931,11,1,0,-0.8818893044946519,0.28771801006424386,-0.6476717517618577,0,0,0,1,0,0,0,1,0
3620,2,80,44055.54,-2.3949985179260826,16,1,0,-1.0093250157425957,1.3385891076665468,-1.025113393184454,0,0,0,0,1,0,1,0,0
25607,0,50,17442.95,-1.073413067851342,11,0,0,-1.1224819770416674,1.1649762616921084,-1.0685700499799329,0,0,1,0,1,0,0,1,0
4406,5,81,24923.55,-1.8056203616098536,16,1,1,-1.1600577940397223,-0.527138264115551,-1.2456584915583282,0,1,1,0,0,1,0,1,0
5264,3,21,92155.37,1.0005818327477107,5,2,0,-0.8686220235168772,0.46146126769479134,-0.8481904683486594,0,0,0,0,1,0,0,0,1
24,4,55,13638.96,-0.30022482254312993,18,1,0,-1.1019214923349256,-0.7026444078831412,-0.9472475120569357,0,1,1,0,0,0,0,1,0
3417,0,64,14921.92,0.8484347491493233,12,1,1,-0.8922596505991404,-0.4694543940831323,-1.0179531738842285,0,0,1,1,1,0,0,0,1
46545,1,68,69293.12,0.955270719484008,13,0,1,-0.9933715273212208,1.9219577059144677,-0.9205514344324403,0,1,1,0,1,0,0,1,0
8488,0,47,3004.46,-1.143951086298467,14,0,0,-1.1863221014704086,-0.003943001263983115,-1.2433832237576334,0,1,1,0,1,0,0,1,0
15521,2,50,59780.22,1.4823064427979984,12,0,0,-1.2231093924618315,-0.2944582530421109,-1.3363613587492171,0,0,0,1,0,1,0,1,0
0,3,42,47463.53,0.05683105123745201,12,1,0,-1.131307757647985,1.456285627304756,-1.0426085383396944,0,0,1,1,1,0,0,0,0
2007,0,85,49295.81,0.35439441452832443,14,1,1,-0.8989592852310287,-1.2843875179888486,-1.1120519755673992,0,0,0,1,0,1,0,1,0
3525,4,49,146951.6,-0.729344654887497,13,1,0,-0.7621048293835787,-0.004208482135347705,-0.8229848764853814,0,0,0,1,1,0,1,0,0
8225,0,83,23567.27,-0.41777093676642935,13,0,2,-1.0997195570982763,1.3385891076665468,-1.1474152227130379,1,0,0,0,1,0,0,0,0
11371,2,87,32526.64,-2.5332770539458123,14,1,1,-0.8405864257242425,0.2878484217203524,-0.903139606228059,0,0,1,0,1,0,0,0,1
1132,4,65,9612.82,-0.22590538940039237,7,0,0,-0.8301480054321312,-1.1095869944319905,-1.0100901515769853,0,0,0,0,1,0,0,0,1
9982,4,76,15164.29,-1.335011827106609,14,0,1,-1.0180906641498464,-0.4689327474586969,-1.0617656553773218,0,1,1,1,0,1,0,0,1
1788,3,56,25315.36,-0.031086420390372207,15,1,0,-1.0488321730814987,0.4083534495240478,-1.0208057723284545,0,0,1,1,0,1,0,0,1
1268,2,60,56186.38,0.05748968207397526,11,4,0,-1.125988818817062,-0.1783336596159276,-1.0002592213585797,0,1,0,1,0,0,1,0,0
1955,1,45,48327.1,-0.14507424791573775,8,1,0,-0.5082263067331646,0.05477251811943916,-0.36789146023507974,1,0,0,1,0,0,0,0,1
3867,0,18,38793.75,0.44151178410422826,8,1,0,-0.7258768813004576,1.3972207909853283,-0.6448152328268233,0,0,1,0,1,0,0,1,0
1061,2,32,58157.76,0.9276250261570667,13,1,1,-0.8719587932801938,-0.06241399879220118,-0.9466365863720929,1,0,0,0,1,0,0,1,0
4212,0,23,23706.3,-0.7281910428151576,15,0,0,-1.1684239982415991,-1.4012200604053366,-1.3401295414411936,0,0,0,0,1,0,0,1,0
2159,3,55,30493.16,0.3674426978865974,13,2,0,-0.2835247590878628,1.1060232067922025,-0.27339624737019397,0,0,0,1,1,0,0,1,0
2467,2,20,37555.8,-1.4922488501339888,11,3,0,-0.8059472535422539,1.1059393707275609,-0.5543032541823678,0,0,0,0,0,0,0,0,0
19,0,67,24322.78,1.686545848987154,8,3,0,-0.7017400435089598,-0.46926343415811606,-0.6401929261131405,0,0,0,1,0,0,0,1,0
2983,3,61,68284.56,-1.3108021033222463,10,0,0,-1.0022898510037126,-0.3529269217907562,-1.1552561614955077,0,0,0,1,1,0,0,0,1
194,3,76,54067.41,0.14713740379223836,15,1,0,-1.0997012905245975,1.2227765707031957,-0.8474779064451224,0,0,1,1,0,0,1,0,0
568,3,84,37185.6,1.0016302655078917,9,1,0,-0.9916128685029758,-0.17782365688935944,-1.065239429436719,1,0,1,1,1,0,0,1,0
6022,1,24,56243.26,-0.00626376668467322,16,2,0,-1.1695715021309627,0.8153938448149789,-1.1241470670241245,1,0,0,0,0,1,0,1,0
823,2,55,22066.61,-1.1906073522349268,14,2,0,-1.1370732253307216,1.1653348937464076,-1.0879563155180112,0,0,1,1,0,1,0,0,0
31758,2,66,145163.1,-0.6577551793549219,5,1,1,-0.8744499303572612,-0.2944838696174182,-0.8185255627927268,0,1,0,0,0,0,0,0,1
767,4,25,27102.45,0.5417782478807305,15,0,1,-0.8190708223461581,-0.06189235216776646,-0.8290434090380054,0,0,0,0,0,1,0,0,0
5622,1,37,27803.88,0.4486827953549508,6,1,0,-0.9446911841051644,0.7527729620870123,-0.9738156065014559,0,1,0,1,1,0,0,0,0
22127,3,65,34421.07,-0.009291116279694341,16,3,0,-1.1384313053737987,1.6892124890129738,-1.0256733479125202,0,0,1,1,0,1,0,1,0
154,3,73,43334.45,-0.7798824742896129,12,1,0,-1.2504364892372841,-0.06241399879220118,-1.347786756697953,1,0,0,0,1,0,0,1,0
22425,3,79,27777.59,-1.2346731155597739,10,0,0,-0.9293530485209074,0.22973838502600702,-0.9568744014821617,0,0,0,0,0,1,1,0,0
1811,0,34,19366.57,1.383323637080435,11,0,0,-1.2628828711503126,0.9314648763109749,-0.990495645602428,1,0,1,0,0,0,0,0,0
133,7,45,56067.63,0.04097014537830958,12,1,0,-0.7609876563267004,-0.8183614648839842,-0.6094380225193321,0,0,0,0,0,0,0,1,0
14386,1,34,29044.8,-0.11759657265933769,14,0,0,-1.1431089853573142,0.7534739247385972,-1.2081586591120466,0,0,0,1,1,0,0,1,0
2012,3,39,105033.0,-0.7404311592541247,12,0,0,-0.9895766182752019,2.095570551888906,-0.8970024679949006,0,0,0,0,1,0,1,0,0
730,4,36,116453.0,0.1520300900064143,12,0,1,-0.9391431756328901,-0.993574182425329,-0.8168956270909195,0,0,1,0,0,0,0,1,0
589,7,21,63171.36,0.9310593155189404,9,1,0,-0.9938395751801213,-0.23686054785390712,-0.7893312072015559,0,1,0,1,0,0,0,0,1
1286,4,49,52931.37,0.45317223819982627,7,1,0,-0.8944489921110795,-0.46969891593833646,-0.7114182229809602,0,0,1,0,0,0,0,1,0
190,3,86,35615.92,-0.5817199456758113,14,1,1,-1.0762609651294612,0.46258141066958264,-1.221786037310478,0,0,0,1,1,0,0,0,0
5622,0,55,13002.99,0.46737312552201626,8,1,0,-1.0938529236089334,-0.7607660884753538,-1.206304682027498,0,0,1,0,1,0,0,1,0
925,2,64,17542.52,-1.1005762132796875,9,0,0,-0.9298820984157168,0.5210500794182279,-0.9846588443312726,1,0,0,1,0,1,1,0,0
1430,1,76,71560.17,-0.34016843052530527,12,2,0,-0.7776446536581652,-0.7608965001314624,-0.7538320960350103,0,1,0,1,0,0,0,0,0
51667,1,84,10457.56,-0.061613959663245836,8,1,0,-0.9335374553771085,0.873599361471833,-0.9680821850079978,1,0,0,1,0,1,0,0,0
28,1,18,47106.04,0.8530720478962759,16,0,0,-1.1117709574471195,-1.8072569845781017,-1.1889889192106267,1,0,1,0,0,1,0,1,0
41149,4,34,6402.95,-0.813749876768716,13,1,1,-1.1691323479828086,-0.5281699134665545,-1.0053455097161919,1,0,0,0,0,0,0,0,0
647,3,30,45142.5,1.0745937928213571,14,2,0,-0.9491089341489396,-0.29552017652756857,-0.9959553933154455,1,0,0,0,1,0,1,0,0
