Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Contract_One year,Contract_Two Year,OnlineSecurity_Yes,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2778,0,63,54739.98,0.534365290608428,14,2,0,0.925366919914343,-0.7597297815652034,0.9713504444998129,False,False,True,False,False,False,True,False
1067,0,53,19734.93,-0.22702170146107148,11,1,0,-1.2564093940973047,-0.2952244215217505,-1.1771507130289385,False,True,False,False,False,True,False,False
207,4,46,8127.06,1.6934177880723122,10,1,0,1.2045107991110704,0.8153938448149789,1.2605084534804532,False,False,False,False,True,False,True,False
40684,8,45,31525.05,1.451488568299228,9,0,0,1.182889302552239,2.212757068800547,1.5701052019930646,False,True,False,False,False,False,False,True
236,3,67,26659.08,-2.253794266106166,11,2,0,-1.1068543134659958,0.7527728223602376,-1.151433949982907,False,True,False,True,False,False,False,True
8324,3,64,21607.29,0.2344899986669007,8,1,0,1.0556673442534312,0.5204725420840317,0.950509603193947,True,False,True,True,False,False,True,False
1815,0,71,56034.16,-1.4738742675899525,11,0,0,-1.205168948411985,0.2290577293323015,-1.331185301585994,True,False,False,True,False,False,True,False
17119,0,31,117418.8,-0.9536665889762278,12,0,0,0.9497473120215582,-1.0502753074777846,0.8166534346317424,False,True,True,False,True,False,True,False
4996,3,27,138122.3,0.49594627859834833,19,0,0,-0.8774898210245554,0.46146126769479134,-0.865984968398286,False,True,False,True,False,False,True,False
41743,0,60,18612.45,-0.3041853445019406,11,0,0,0.6553506547080544,-1.5745767406267046,0.4158886963743517,True,False,False,False,True,True,False,False
2157,6,87,40203.66,1.0214093527720676,13,2,0,-1.044267987896348,0.8115932765512364,-0.8493457203406989,True,False,False,False,False,False,True,False
61860,0,41,67694.49,-0.7579067187711735,14,0,0,1.014628063865095,-0.06241399879220118,0.9037402003096114,False,False,False,True,False,False,False,True
15763,0,46,61774.69,0.19648767147176494,13,0,1,1.36185331629343,0.5789155942573697,1.5457133629809128,False,True,True,False,False,False,True,False
1068,4,30,38373.52,-0.752175622384994,5,0,1,0.9690705483682538,-0.7597297815652034,1.0828899817719067,False,False,True,False,False,False,False,False
730,4,36,116453.0,0.1520300900064143,12,0,1,-0.9391431756328901,-0.993574182425329,-0.8168956270909195,False,False,True,False,False,False,True,False
19151,3,56,35939.37,0.8341522688917169,12,1,0,-1.2489368472191902,-0.7598091929486548,-1.3131886425055552,False,False,False,False,True,True,False,False
109,6,43,20823.33,-0.9777808784965225,9,1,0,1.0466032661714404,2.387203617862253,1.2186000807407027,False,True,False,True,False,False,False,True
2782,3,81,15263.7,2.150749534641347,8,2,0,1.3533160567856541,-0.23508834659857128,1.2272687078497149,False,True,True,False,True,False,False,False
931,0,20,14937.87,-1.457691565457241,9,0,0,-0.7214028944139073,-1.5756642806874692,-0.7388653974510956,False,False,False,False,False,False,False,False
786,0,29,68487.6,0.21038612626697925,11,3,0,-0.9335666894587934,0.9322310447906138,-0.865262434344031,True,False,True,False,True,True,False,False
1433,3,37,48050.5,-1.4010466252270737,13,2,1,1.2826391660559575,-1.0513628475385493,1.3678894538014763,False,False,True,False,False,False,True,False
3149,6,66,14910.59,0.8756771991069642,10,2,0,-0.828179148650104,-0.5277647058207883,-0.8918529909539333,False,False,False,True,False,False,False,False
10626,1,73,3900.77,-0.3309163474528526,13,1,2,-0.6304308192142324,-0.23701890486489635,-0.5603578941594327,True,False,False,False,False,True,False,False
799,2,56,55160.57,0.8804171568950183,12,1,1,-1.11248273305964,-0.0037833867120241173,-1.2045820594155288,False,True,True,True,False,False,False,False
3903,8,79,14541.24,0.5991328964408662,16,0,0,-1.027246528928149,0.287527050139227,-1.0286666140428762,False,False,True,True,False,False,False,False
16665,1,44,26040.67,0.7386315796888705,9,1,0,-0.5091532502546301,-1.0509553111132093,-0.6681687861136727,False,False,True,True,False,False,False,True
19141,2,76,28039.99,-0.6627953854350336,11,0,0,1.351868723918805,1.0446715089317231,1.292095282752571,False,False,True,True,False,True,False,False
9045,1,55,7682.28,-0.5173270241731148,14,2,0,-1.0755593976573836,-0.7598091929486548,-1.167962872857288,True,False,False,False,True,False,True,False
3119,2,22,17784.55,1.5291498808650419,11,3,0,0.9488203685000929,1.6298146372145534,1.2255343727771766,False,False,False,False,False,True,False,False
106,5,82,18024.55,-1.961974617694607,15,0,0,0.7013567034633449,-0.6442362874034037,0.4909171246819915,False,False,False,True,False,False,False,True
134,1,68,7655.2,0.9568966370733635,6,1,0,-1.2038665705267584,1.5716945401924507,-1.2026342755159387,False,False,False,True,False,False,False,True
32203,0,66,27827.03,-0.9166532063992526,13,1,1,-1.1649919769570969,0.8153935653614302,-1.196710931984345,False,False,False,False,True,False,True,False
0,4,64,36220.07,0.7747163569692502,15,1,2,-1.0154077645066608,1.4562865821043813,-0.9250830289423796,False,False,True,True,False,False,False,True
5283,0,71,20168.84,0.5430518248554371,9,2,0,0.9761249251556438,2.3868822462811274,0.9636637262111628,False,False,False,True,False,False,False,True
2301,8,74,20773.28,-0.6500424778447728,13,1,1,-1.2523061846193406,-0.23701890486489635,-1.117479637584592,True,False,False,False,False,False,True,False
2387,3,28,60536.56,-0.3321129721512514,16,1,1,-1.0146091232808518,0.11340420143821991,-0.7818650326522192,True,False,True,False,False,False,True,False
1089,0,87,348.67,0.12329563958236228,17,1,0,-0.7436132326956767,0.6988989754366297,-0.5962021869916417,False,False,True,False,False,False,True,False
0,10,35,73170.66,-1.7991294875086843,13,0,0,0.5278416502514369,-1.3425883770865557,0.4989821705624443,False,True,True,True,False,True,False,False
2580,4,31,52852.51,-1.4858537819528592,15,2,0,-1.1681299443000013,1.630221172264677,-1.0419060035021197,False,False,False,True,False,False,False,False
999,7,27,20750.19,-0.4887767175219426,15,1,1,0.4427988367937179,1.1060232067922025,0.5451052452768886,False,False,False,True,False,False,True,False
1427,6,36,52413.54,-0.8929351132343433,15,0,0,1.3365179946098378,0.2883700683447878,1.4308986745961347,True,False,True,False,True,False,True,False
3748,1,35,52473.97,-0.20032699041339624,6,0,0,1.0865068421962674,-0.2948192138759836,0.9660668543647374,True,False,False,True,False,False,True,False
7638,0,50,25598.66,-0.20557755511782633,14,0,0,-1.2652738635335883,0.2870170474126589,-1.1360354522847682,False,False,False,False,False,False,True,False
2618,5,72,40108.38,1.0243558419904604,5,1,0,-0.8685628742334415,-0.9935207835097114,-0.7442239368266966,False,False,False,False,False,False,True,False
14693,1,78,160216.1,-0.15154361570387773,15,1,0,1.0380187329222597,-0.2365089021383282,0.850903058331963,False,False,True,True,False,False,False,False
11317,0,25,33667.36,-2.176171782852491,18,0,0,0.40916186792951115,0.9314648763109749,0.6592822555579888,True,False,True,False,False,False,False,True
13493,4,84,64140.04,1.2254135336624647,9,1,0,1.2313550986203037,0.2290583813905824,1.1214385748890323,False,True,False,True,False,False,True,False
10874,1,43,5192.16,-0.8664570157877163,10,0,0,-0.9385545736067302,-0.35292652589822837,-1.1308885891178992,True,False,False,True,False,False,False,True
2956,1,88,27192.54,1.3437453003836175,15,1,0,0.5557615219251126,-0.4695382301477738,0.6159913910881109,False,True,True,False,False,True,False,False
236,3,87,28665.69,-0.6139921845931909,14,2,2,-0.894254602486423,1.456285627304756,-0.875091493325491,False,False,True,True,False,True,False,False
1129,2,85,24604.91,-0.7439746603618507,14,3,0,-1.089612506823916,0.22873700980945702,-1.2087728728013727,False,True,False,True,False,False,True,False
3417,4,57,52230.66,0.45801787935425115,13,1,0,-0.9905399058490594,-0.003174504004770733,-0.8899694232476797,False,False,False,False,False,True,False,False
1622,1,63,42849.02,-1.0568471581682062,11,1,0,1.1115524703925312,0.4621622303463757,1.0194712886623296,False,False,False,True,False,False,False,False
20312,1,49,7111.66,0.17296178123450737,13,0,0,-0.9995458183196259,-0.2948378441125705,-1.069719414142541,False,False,False,False,True,True,False,False
0,2,51,42934.29,1.5314315662629987,12,1,0,1.1354385682596182,0.9860398256129417,1.080602620902238,False,False,False,True,False,False,False,True
13915,5,62,20916.69,-0.5278627353972897,11,1,0,-1.1177986839253737,2.6785137519721602,-0.9679893846520942,True,False,False,True,False,False,True,False
805,3,33,21495.16,0.6157700457859121,9,3,0,0.3494112625032234,1.630222173639893,0.46715824838454933,False,False,False,True,False,False,True,False
51003,0,75,19565.53,-0.3149761370644147,13,0,0,0.7779129348640739,-1.0518216171145036,0.6065798961828012,False,True,False,False,True,False,True,False
868,0,88,46988.4,-0.15034384570719891,16,0,0,-1.2433343650256004,-0.5864506729914243,-1.4388536174578435,False,False,False,True,False,False,False,True
668,1,55,24076.33,2.1240044181725093,12,0,0,1.2404740142423247,0.1709506734758098,1.0545935233724002,True,False,False,True,False,False,False,True
115,3,74,64446.9,0.3958073775013627,13,2,0,-0.7713760492765177,1.1652310068896399,-0.7036236452035685,False,False,False,False,True,False,False,True
13970,0,45,73919.79,1.4596583864928159,14,1,1,-1.2125970490478966,0.8121049094235058,-1.2355759434893452,False,True,True,True,False,True,False,False
130,1,69,30040.32,0.2960741728375074,10,0,1,-0.8339440097161906,-0.7601558085003559,-0.7902456805596791,False,False,False,False,False,False,False,True
17448,3,28,86463.61,-0.6497027453061374,16,1,1,1.0357934633668529,-0.5864499510697564,0.9154988130228102,False,False,False,True,False,False,False,True
42059,1,82,58077.49,-1.9290884407474678,17,2,0,-0.7125067326613861,-1.3427513916566918,-0.8894557629857204,False,True,False,False,True,True,False,False
353,1,56,35089.38,-0.1191973980940028,12,0,1,-1.2135773846674742,-0.7612756720215985,-1.1361318007145993,False,False,False,False,False,False,False,True
2775,0,31,19683.44,0.10374505689412275,13,3,0,0.7314133482485176,1.630326968720695,0.7920089708522481,False,False,True,True,False,False,False,True
27811,2,80,15963.97,0.7285437747335429,16,0,0,0.27845678036399746,-0.061729337597630315,0.10978241569774431,False,False,True,True,False,False,False,True
532,3,79,6063.08,-1.0814285379246074,12,0,0,1.0983820060371536,1.1649762616921084,1.1321361838980335,False,False,True,True,False,False,False,True
1372,0,18,44844.68,0.9595955046197534,14,0,0,-1.138086925622413,-1.0513628475385493,-1.0836372558166465,False,False,True,False,False,False,False,False
46995,0,60,21294.13,-0.5524404446309221,16,1,0,0.438703418028337,-0.17782365688935944,0.3466438596696357,False,False,True,True,False,False,False,True
28121,1,76,21542.79,-1.1592776946932866,11,1,1,-1.141758242198903,-0.761276091201922,-1.0733989290795527,False,False,False,False,False,False,False,True
2431,0,29,6988.17,0.9185318881793463,12,1,0,1.396258388907982,-1.575012222406925,1.2334838444923324,False,False,True,False,True,True,False,False
86421,3,83,58718.7,-0.420565749351821,10,1,1,0.6591317976405762,-0.12036102091641107,0.46238795927421034,True,False,False,True,False,True,False,False
11741,1,86,32183.92,-2.0193820239288933,5,1,1,0.4455581105320332,-1.0514396972644708,0.21706924735802924,False,False,False,False,True,False,True,False
1509,5,25,67537.98,0.22909661860251015,11,1,0,-1.0996606729259826,-1.2254344630889422,-1.0791797881914509,False,False,True,False,True,True,False,False
271,3,22,32974.25,-0.7932763214216777,7,1,0,-0.7322787280459192,-0.7600843615430446,-0.7446390425304151,False,False,True,False,True,False,False,True
24202,1,27,15762.57,0.5209397125916689,16,2,0,-0.4860441560815402,0.22921690141614137,-0.5316288422966949,False,True,False,True,False,False,True,False
4088,3,60,19676.77,-2.44118697316495,11,0,0,-1.1983267280827552,1.630901967685156,-1.074985172840201,True,False,False,False,True,False,True,False
180,4,69,48722.63,-0.41028203532624213,11,0,0,1.0507149471038644,-0.5280860774019137,0.9229121595648625,False,False,False,True,False,True,False,False
3172,3,78,66146.86,0.6911649793999948,17,2,0,-0.9771370209760828,-0.9348894262200708,-0.8546367098473021,False,False,True,False,False,False,False,True
6432,6,82,26785.51,1.6963074535792475,10,0,3,-1.2551271427616577,0.2291624545497164,-1.3273308313487866,False,False,True,True,False,False,False,True
121,2,26,61145.59,-0.30406201923816273,3,1,1,-1.2224741090153373,-0.12036102091641107,-1.3317620014364202,True,False,False,True,False,False,True,False
13607,2,59,18081.88,-0.9973549242362411,9,2,1,-0.725284659315914,2.445834299805817,-0.5841434313503027,False,False,True,True,False,False,True,False
868,2,67,22506.18,0.19188397633892063,11,1,2,0.8685979639059386,-0.4696430252285757,0.9863958947472864,False,True,False,False,False,False,True,False
302,1,50,72431.08,0.6934918448571205,14,1,2,0.7123219423296714,0.0584124005926196,0.6697856096703257,False,False,False,False,True,False,False,True
1589,1,39,29261.65,-0.8310527137092476,13,3,1,1.3981572805527303,1.4557756245781879,1.6610008025164902,False,True,False,False,False,True,False,False
16171,2,24,40098.08,-1.540624613004373,15,1,1,1.0763982035241961,0.4621622303463757,1.0195632035099207,False,True,False,True,False,False,False,True
518,0,84,9285.81,-0.3483798096688222,15,2,0,0.5727997347072654,-1.0514396972644708,0.33214021328914206,False,False,False,False,True,False,True,False
1539,3,82,22121.83,0.04023086586792576,18,2,2,1.2558965996382268,-0.5278182677509756,1.0871215084045394,False,True,True,True,False,False,False,False
9762,8,79,26204.77,-0.44781642581023196,11,1,0,-0.7903360954610275,0.9318993101403873,-0.5132709713331864,False,True,False,False,False,False,True,False
4010,1,51,20845.79,-2.507749732452261,11,2,0,-0.6408030562683771,0.5789994303220106,-0.6534794685468084,True,False,True,True,False,False,True,False
883,0,41,10630.8,0.6261770850752688,11,4,0,1.0596099742865916,-0.23688849320878783,0.9928396128904585,False,False,True,True,False,False,True,False
13005,2,35,26987.5,0.2790181477218786,14,1,0,-1.0450539800304408,-0.5861169355907644,-0.9801299662954126,False,False,False,False,False,False,False,False
47,3,57,14032.23,0.15063336922744658,6,1,0,-0.6680954223496843,-1.4012191056057117,-0.8904671233091691,False,False,False,True,False,False,True,False
45885,2,74,18809.09,-1.4592141452124907,13,1,0,1.2494356028529499,1.9211263316067744,1.4475478179230978,True,False,False,False,False,False,True,False
28744,0,66,43588.1,-0.5093243194407769,15,1,0,1.0337304372919474,1.863326022595687,1.0222546746785397,False,True,False,True,False,True,False,False
865,1,85,29898.21,-1.5975309893523038,8,0,1,0.8641610396326496,-0.5281699134665545,0.8918510966202858,False,False,False,False,False,False,False,True
797,1,32,18125.43,-0.7041153974510872,17,1,0,1.0941114853336096,-0.4696430252285757,1.2484151634725504,False,False,False,False,False,True,False,False
6818,2,83,51380.67,0.7482388529624483,5,3,1,-1.1229508190994237,-0.003943001263983115,-1.2440462058905797,False,False,True,True,False,False,False,False
2608,6,30,31817.36,0.4983018919473442,11,0,0,-1.2329921761069673,-0.5273990874277688,-1.2883736927487763,False,False,True,True,False,False,True,False
8778,3,37,58783.8,-0.3164970366389588,12,2,1,0.9682929898696274,-1.2265220031497068,1.0967792245020922,False,True,True,False,False,False,False,True
776,1,82,17778.12,1.0056223748639639,8,2,0,-1.0610239197138245,-0.17714132447436137,-1.1478409369893918,False,True,True,False,True,True,False,False
27,2,67,43140.04,-2.1533461919332515,9,0,1,1.2498576628162121,0.811404645405793,1.205538110079509,True,False,True,True,False,True,False,False
0,3,88,41902.08,1.0260466515190203,16,1,0,0.8804840952548308,-1.3423322113334848,0.6810614368447301,False,False,False,False,True,True,False,False
4495,1,71,13467.6,1.5014638632011703,11,0,0,0.4429917136586495,-0.8183614648839842,0.4607520854039979,False,False,False,False,False,False,False,True
3079,2,19,37004.19,-1.8073811909891313,10,1,1,1.318052871217122,-1.5756968836014962,1.2113060691429198,False,False,False,False,True,False,False,False
1451,1,55,41526.48,0.2299333485938081,12,2,0,1.179644811132145,-0.8193954430145611,1.0059743869790108,True,False,False,True,False,False,True,False
92,1,86,18543.4,0.9608724419558708,13,0,0,0.07238259959191225,-0.8187107818199896,-0.11289755727539047,False,False,True,True,False,False,True,False
2018,3,19,72149.15,-2.07208189986274,8,2,0,1.2271091602622903,-1.0514676426193512,1.3168187164837195,False,False,False,False,False,True,False,False
484,0,32,42691.56,0.4580649244140028,11,1,0,1.1747714556782067,0.34597010231256503,1.3601089416486296,False,False,True,False,False,False,False,False
22447,0,57,8882.07,2.1089533594133774,18,0,0,0.8690854507273051,-0.761276091201922,0.9347425249937479,False,True,False,False,False,False,False,True
968,0,54,73010.37,1.2544604976977247,19,0,0,-1.1853220916542282,-0.7608965001314624,-1.1767736770894417,False,False,False,False,False,False,False,True
31498,1,38,85351.21,-1.0853006823783127,8,1,2,1.148183947132284,0.054611832328876474,1.2945908245672044,False,False,False,False,False,False,True,False
3027,0,89,33004.01,-2.111160550817767,11,4,0,-1.0048099574295126,1.6305808056941924,-1.0058779011103176,False,False,False,False,True,False,False,True
39384,1,88,11391.26,-0.1268538108622311,7,2,1,-0.9627014406926526,0.3460540548161849,-1.0492722373409267,True,False,True,True,False,True,False,False
2625,0,26,11476.29,-0.11611062084346638,6,0,0,-0.9866338089632566,-2.098888653283704,-1.1299733733514372,True,False,True,False,True,False,False,True
37,0,22,38224.65,1.9143581904733191,14,0,0,0.4128352267316298,0.22889536682044626,0.31602420362735517,False,False,False,True,False,False,True,False
645,1,86,59196.24,-0.5819188790713331,17,1,1,-1.1486204228632377,-1.0514396972644708,-1.3635353577489902,False,False,False,False,True,False,True,False
140,1,64,19832.1,1.8011037551051454,6,1,0,-0.8999263010012284,2.6785137519721602,-0.8328576512046064,True,False,False,True,False,True,False,False
380,8,68,41111.2,-2.8110142849127566,12,0,0,0.5134133261847604,-0.29480524119854357,0.6397164949680033,False,False,False,False,False,False,False,True
182,1,77,11290.67,1.1692516689076344,11,0,1,-1.0978407916627368,0.3456482649755248,-0.9835688197510289,False,True,True,False,False,True,False,False
705,2,22,159113.5,-0.4013434739734203,9,1,0,-1.0199349451685236,0.7530943336681376,-0.9748382487041968,False,True,False,True,False,False,True,False
15806,3,77,18949.61,-0.3661053800748372,10,2,0,1.2093731870570026,0.6988989754366297,1.375889486897213,False,False,True,False,False,False,False,False
51426,2,54,19435.67,0.7952536694614445,11,2,1,0.9614609887618055,-0.23686054785390712,1.0293677039365514,False,True,False,False,False,False,False,True
24364,4,30,45289.33,1.4509945951718355,11,2,0,1.0603058437600703,0.5207939136651571,1.0948528050579154,False,False,True,True,False,False,True,False
17536,3,50,13226.92,1.8621079308962423,12,2,0,-1.2247557288704984,2.4458353011810336,-1.0517701784941045,True,False,True,True,False,False,False,True
560,3,56,85403.93,1.1533606642913359,10,0,1,0.5554672901586091,-0.4699643968097011,0.6480038926721838,False,False,False,False,False,False,False,False
16177,3,72,81388.6,-0.580727457556543,7,0,0,-1.0810667082035017,0.40867479781737753,-1.0182523548803415,False,False,True,False,True,False,False,False
9246,8,34,69150.98,0.49307652995349505,10,0,0,0.9083116885852842,-0.9920697908209305,0.9334931080019865,True,False,True,False,True,False,True,False
4901,1,24,56969.75,-0.8800451028985203,8,2,0,0.6577026178904262,0.34605393837720655,0.6533594336754522,False,False,True,True,False,False,False,True
27525,2,47,38886.05,1.195886037945456,18,2,0,-1.1925689671166186,-1.5756642806874692,-1.1806979722884512,False,False,False,False,False,False,True,False
25091,5,48,45157.11,1.7774705080415345,13,1,1,1.2162849862403158,1.6299008020587678,1.2738005336588705,False,False,False,True,False,True,False,False
77,0,73,108960.7,-0.3604384665916046,13,1,1,-1.2532616436616213,-0.29480524119854357,-1.2697770713086076,False,False,False,False,False,False,False,False
12914,3,31,19800.81,0.10540242746628344,11,2,1,-1.1106657998625467,-0.7605749422479708,-0.9513373660544703,True,False,False,False,False,True,False,False
728,2,58,39103.7,-2.151939880682817,17,2,0,0.3452197834953081,-0.295140585457109,0.1736840453630373,True,False,False,True,False,False,True,False
4946,1,56,15621.76,0.25356800700921195,13,1,0,-1.2269688872715472,-0.6435786167640875,-1.1170631733692573,False,False,True,False,False,False,False,True
6989,6,37,1109.71,1.0892718514638857,12,0,0,-0.6493444758653966,0.05471662740967837,-0.4303276798125335,False,False,True,False,False,False,True,False
16548,2,88,81253.97,-0.5914683541286448,14,2,0,0.857067331092411,-0.29440003355277666,0.6450651665318502,False,False,False,True,False,False,False,False
1201,1,44,49425.3,-0.7523352395520086,16,2,1,-1.079892496125185,0.22873700980945702,-1.1517074004413546,False,True,False,True,False,False,True,False
1910,1,37,30026.56,-1.38499619498436,14,2,0,0.998618905885842,-0.7608965001314624,1.028166180359757,False,False,False,False,False,False,False,True
3739,2,28,21837.62,0.8565399408722579,8,1,1,-0.8262223939458765,1.1070245820087516,-0.7151370316056985,True,False,False,False,True,False,False,True
363,2,74,93637.19,-1.134248314577918,7,2,0,-0.9328892891553396,-1.4012191056057117,-1.1549445998118288,False,True,False,True,False,False,False,False
1253,2,83,17786.67,-0.22484620348369708,13,4,0,-0.8280724990894948,-0.5864499510697564,-0.9914498501397231,True,False,False,True,False,True,False,False
27543,2,23,29621.97,1.1129371126906573,11,1,0,-1.0515330657914048,2.0955712970983704,-0.9269798609682405,True,False,False,True,False,False,True,False
1990,1,39,18234.2,-1.1767982830532402,12,0,0,1.3270810212556454,-0.12036102091641107,1.2001473661165796,False,False,False,True,False,False,False,True
34470,0,22,85180.31,-0.40407175140287704,9,1,0,-0.6543921768776357,-1.5170652002827154,-0.7426060737836976,False,False,True,False,True,False,False,True
4212,0,23,23706.3,-0.7281910428151576,15,0,0,-1.1684239982415991,-1.4012200604053366,-1.3401295414411936,False,False,False,True,False,False,True,False
57658,0,61,12261.86,0.740389048706737,14,0,1,-0.05030183591189692,-0.5277647058207883,-0.19762488307982848,False,True,False,True,False,True,False,False
22609,1,68,22745.33,-1.6784676461852583,14,0,1,-0.5102072655929915,-1.633643905725706,-0.7355910650331771,False,False,False,False,True,False,False,True
47493,6,31,104519.8,-1.063825542413667,15,0,1,-1.248438899929059,-0.7598091929486548,-1.2329214160021027,False,False,False,False,True,True,False,False
2215,0,83,14571.81,1.2150300169029842,14,2,2,1.2719541659286784,-0.4699643968097011,1.2756158865640443,False,False,False,False,False,True,False,False
86703,1,83,51221.88,-0.8954906680872834,11,2,3,0.7668871856087492,-0.23653917627278173,0.8158381157809026,True,False,False,False,False,False,False,True
548,3,55,12526.34,0.7309464331422899,10,1,0,-1.0235727162981128,-0.993841992076267,-0.9591027852100781,False,False,False,False,False,False,False,False
8381,0,58,47034.88,-0.36030654720351896,13,1,0,-0.8162413852990397,-0.5281706586760181,-0.7693534848055815,False,False,False,False,False,False,True,False
1168,0,54,108135.1,-0.2813278301492982,14,0,0,-1.0616950177468072,-0.5277647058207883,-1.1899033064891047,False,True,False,True,False,False,True,False
2565,8,24,5881.96,-0.5309959622515356,8,2,0,1.080519339204901,-0.003943001263983115,1.1137122466923746,False,True,True,True,False,False,False,False
22052,0,37,25922.49,-0.04581690067090924,6,0,1,1.1028722550907473,-1.0514676426193512,1.1243689635224163,False,False,False,False,False,False,True,False
3102,1,35,13870.96,-0.40654767845975415,12,1,0,-0.8156228934854923,1.6888525295543177,-0.6847175818996724,False,False,True,True,False,False,False,False
6470,0,85,61034.25,-1.5342365659623753,13,2,0,-0.5628028957101797,-1.1095869944319905,-0.7937243333808957,False,False,False,True,False,False,False,True
1360,2,21,59751.46,-1.1667440817120214,10,1,0,1.1378465035518133,0.46146126769479134,1.105572287266305,False,False,False,True,False,False,True,False
423,2,48,67035.46,1.1110465700005605,17,0,4,-1.1600431855081534,-0.23576853653636196,-1.2227831645636495,False,True,True,True,False,True,False,False
284,0,21,51814.85,0.7387189490855519,10,0,1,-0.9476638704216777,-1.109992202077757,-0.9337518171361081,False,True,False,False,False,True,False,False
217,1,21,72202.98,-1.3712032555374456,12,1,0,0.4269050267434925,-1.2843875179888486,0.33416900390103077,False,True,False,False,True,False,True,False
524,0,48,48587.84,-0.23160366009612984,11,0,0,-1.236944682834915,2.1546369950662405,-1.1785672905596098,False,True,False,True,False,True,False,False
141,0,72,29702.84,-0.939880370252135,14,1,1,-1.1228307059772624,-1.2254018601749148,-1.1038590265001762,False,True,True,False,False,False,True,False
45193,3,40,81847.44,1.1250260968751729,15,2,0,1.0735485423923148,0.05512416383501806,1.0102862088511908,False,False,True,True,False,False,False,True
17879,4,68,22041.71,-0.0002950927467472531,14,3,0,-0.9488512733487868,-0.5278182677509756,-1.0261035067999253,False,False,True,True,False,False,True,False
48833,8,54,18231.63,-0.3675738580113721,6,0,1,-0.882549245924663,-1.2841197083379106,-0.9206651405641804,False,True,True,False,True,True,False,False
2304,4,73,13378.66,0.6482714613515105,13,1,0,0.8643236613030821,0.812105608057378,0.8003445113781297,False,True,True,True,False,True,False,False
1544,5,77,34004.09,0.012215532785792125,9,0,1,0.2504503031960683,0.5200929510135721,0.2399219457026104,False,False,True,True,False,False,False,False
966,3,61,10427.06,1.0488198208002506,9,1,1,1.1006534147641716,-0.5857699474343318,1.000876689979418,False,False,False,False,True,False,False,False
8483,1,58,48293.12,0.5332899749569608,13,0,0,-1.0071128693778026,0.6992203470177552,-0.7628723519912881,False,False,True,False,False,False,True,False
507,1,73,45512.2,0.516988861752999,13,0,0,0.7696997841273694,-0.11970197629714684,0.9016429303882167,False,True,True,False,False,False,True,False
331,1,86,33294.8,-0.3986319983510171,9,0,2,1.264855919109265,-0.8766624615033464,1.0679335697284829,True,False,False,False,True,False,False,True
15400,4,80,102633.9,0.22207346325386473,9,1,1,0.843292141036983,-1.0509553111132093,0.6610100772249392,False,False,True,True,False,True,False,False
26448,0,88,33165.9,0.30805502059182177,14,2,1,-1.0783301885271321,1.0443500209116188,-1.1629218857778287,False,True,True,True,False,False,False,False
8759,2,62,21987.29,0.7854918195629681,14,3,1,-1.0222816893298443,-1.0518216171145036,-1.1090724496430042,False,False,False,False,True,False,True,False
1434,0,70,33818.46,-1.142586779565668,9,0,0,0.8748880188422961,-1.2844666964943432,0.8819191571322238,False,True,True,False,False,True,False,False
836,0,86,17228.14,-0.7814967919113781,11,1,0,-1.2169320759439763,0.05545717931401069,-1.1798818472360642,False,False,True,False,False,False,True,False
6923,6,53,68939.17,0.4287726539957518,10,1,0,0.8749655477781998,1.1645710540463416,1.175083696752761,False,True,True,False,False,False,True,False
8543,8,41,77396.38,-1.1523058806264563,15,2,0,-1.0418065417922213,1.2773503090397849,-0.9765938437558964,False,True,False,True,False,False,True,False
10989,7,46,43134.57,2.396012232933979,14,1,0,-0.8868991865137672,-1.8669750435678607,-0.845325600923627,False,False,False,False,False,False,False,True
24529,1,86,11999.43,-0.5714789371392579,17,0,0,-0.8870578655541664,-0.0028274226971553734,-1.0323082145800444,False,True,False,False,True,True,False,False
184,0,47,19387.14,0.5258064500950305,14,1,0,-1.1848149767754306,-0.29397386689085003,-1.323739914515905,False,False,True,True,False,False,False,True
160,1,59,1668.97,0.41856572086804894,8,2,0,-1.2165281265132275,0.7530392114556355,-1.2443222145299153,False,True,True,True,False,False,False,False
2544,1,54,10879.84,-0.6003417244700964,12,0,0,-1.0710804059943781,-1.5756968836014962,-1.2240859558320867,False,False,False,False,True,False,False,True
27454,0,55,32193.76,-2.1968870668057257,12,0,0,-0.7215972840385637,0.22865084496524204,-0.6445372729115737,False,False,False,False,False,False,False,False
164,1,20,64212.33,0.7568111349214892,14,3,0,0.558834693306356,0.054611832328876474,0.7372669879180008,False,False,False,False,False,False,True,False
12089,4,84,15431.03,1.3232874201144529,11,3,0,0.4166027548266269,0.5203677470032299,0.35325860173067203,False,False,False,True,False,False,True,False
7753,3,44,62383.84,-3.0584381660431537,12,2,0,-1.0670562760310358,-0.06257468458276387,-1.1521913554002738,False,True,False,True,False,False,False,False
25077,4,64,77152.84,0.812793919296013,11,2,1,-0.7534271506016635,-0.6442373353542117,-0.9385604595106165,True,False,False,True,False,False,False,False
322,1,77,62309.09,0.5863097572971191,9,0,2,1.1385030412724428,0.46146126769479134,1.0081133192656646,False,False,False,True,False,False,False,False
